Ticker,Equal_Weight,MVP,Max_Sharpe
AAPL,0.2,0.17145813393056505,0.17643648984284294
GOOGL,0.2,0.21398256234981677,0.6163055178168209
MSFT,0.2,0.31624549269380825,0.0
SBUX,0.2,0.2983138110258099,4.7704895589362195e-17
TSLA,0.2,9.974659986866641e-18,0.20725799234033623
