Ticker,AAPL,GOOGL,MSFT,SBUX,TSLA
AAPL,0.0996015082866393,0.06283313532618418,0.06459550623916714,0.05248456898797901,0.10165024077399483
GOOGL,0.06283313532618418,0.10356255118916563,0.06503547925640742,0.044376221547295425,0.08947736336732788
MSFT,0.06459550623916714,0.06503547925640742,0.08846649621900068,0.045897502232172316,0.08789106959772089
SBUX,0.05248456898797901,0.044376221547295425,0.045897502232172316,0.11301258794975455,0.07241751833823887
TSLA,0.10165024077399483,0.08947736336732788,0.08789106959772089,0.07241751833823887,0.4300726549508002
